date,course,off_time,race_id,horse,tier,vp,mds,improvement_score,place_prob,assigned_product,cashrun_class,cashrun_score,acca_role,acca_score,rp_support_count,rp_support_tipsters,result,position,sp_dec,pnl,winner,winner_sp_dec
2026-05-14,Fontwell,7:10,rac_11928085,Hurst Hill,X,0.1384,0.0096,0.0303,0.2053,PASS,WEAK_SIGNAL,39.0,,,2,POSTDATA|RP RATINGS,LOSE,7,6.5,-1.0,Gone Country (IRE),7.0
2026-05-14,Fontwell,7:40,rac_11928072,Millies Mite,B,0.1811,0.0118,0.0266,0.5694,PASS,WEAK_SIGNAL,43.0,,,0,,LOSE,6,29.0,-1.0,Holy Legend (GB),5.0
2026-05-14,Fontwell,8:10,rac_11928098,Red One,C,0.1248,0.0788,0.0837,0.0549,PASS,SUPPRESS,0.0,,,6,DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|LAMBOURN (Liam Headd)|SPOTLIGHT|THE SUN (Templegate)|THE TIMES (Rob Wright),PLACE,2,4.0,-1.0,Cameron De Fiacre (FR),3.25
2026-05-14,Perth,1:58,rac_11927994,Lexington Wood,B,0.2344,0.2474,0.2361,0.7642,PASS,SUPPRESS,10.0,,,6,D EXPRESS (Melissa Jones)|DAILY RECORD (Garry Owen)|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE TIMES (Rob Wright),PLACE,2,1.57,-1.0,Kibris (IRE),13.0
2026-05-14,Perth,2:33,rac_11927968,Cosmic Blizzard,X,0.21,0.0095,0.0091,0.3039,PASS,SUPPRESS,27.0,,,0,,LOSE,5,15.0,-1.0,Largy Force (IRE),2.25
2026-05-14,Perth,3:08,rac_11927981,Dalileo,C,0.1787,0.0149,0.0872,0.4816,PASS,SUPPRESS,21.0,,,0,,UNMATCHED,,,0.0,Dubhain (IRE),5.0
2026-05-14,Perth,3:43,rac_11967514,Getaway Master,A,0.3376,0.0258,0.1163,0.6498,VISION_ONLY,WEAK_SIGNAL,47.0,,,2,RP RATINGS|TOPSPEED,UNMATCHED,,,0.0,Kado Sacree (FR),2.2
2026-05-14,Perth,4:18,rac_11927955,Just Dottie,B,0.2946,0.0184,0.0807,0.5751,VISION_ONLY,SUPPRESS,16.0,,,3,DAILY MAIL (Robin Goodfellow)|RP RATINGS|TOPSPEED,UNMATCHED,,,0.0,Castle Ivers (IRE),4.33
2026-05-14,Perth,4:55,rac_11928007,Traveling Soldier,B,0.2502,0.0537,0.032,0.8743,VISION_ONLY,WEAK_SIGNAL,37.0,,,6,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|SPOTLIGHT|TELEGRAPH (Marlborough)|THE STAR (Jason Heavey)|TOPSPEED,PU,PU,8.0,-1.0,Sir Carnegie (IRE),2.88
2026-05-14,Perth,5:28,rac_11928020,Sea Tempest,B,0.2578,0.1424,0.0852,0.2179,PASS,SUPPRESS,6.0,,,8,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|RP RATINGS|SPOTLIGHT|THE STAR (Jason Heavey)|THE TIMES (Rob Wright)|TOPSPEED,LOSE,4,2.1,-1.0,Hold The Throw (IRE),3.75
2026-05-14,Salisbury,2:08,rac_11930633,Distant Rumble,B,0.1964,0.007,0.0373,0.4286,VISION_ONLY,SUPPRESS,29.0,,,0,,PLACE,2,11.0,-1.0,Safari Dream (IRE),4.0
2026-05-14,Salisbury,2:40,rac_11930568,Personal Best,C,0.1718,0.0133,0.0266,0.4059,PASS,SUPPRESS,11.0,,,2,DAILY MIRROR (Newsboy)|THE STAR (Jason Heavey),LOSE,4,3.25,-1.0,Alfred Boucher (GB),23.0
2026-05-14,Salisbury,3:18,rac_11930581,Orthodox,A,0.3658,0.1976,0.0872,0.5801,VISION_ONLY,SUPPRESS,5.0,,,4,DAILY MAIL (Robin Goodfellow)|POSTDATA|SPOTLIGHT|TELEGRAPH (Marlborough),WIN,1,1.67,0.6699999999999999,Orthodox (GB),1.67
2026-05-14,Salisbury,3:53,rac_11930607,Wareeth,A,0.5541,0.5092,0.2901,0.8146,VISION_ONLY,SUPPRESS,9.0,,,9,D EXPRESS (Melissa Jones)|DAILY MIRROR (Newsboy)|LAMBOURN (Liam Headd)|RP RATINGS|SPOTLIGHT|THE GUARDIAN|THE STAR (Jason Heavey)|THE SUN (Templegate)|THE TIMES (Rob Wright),WIN,1,1.73,0.73,Wareeth (IRE),1.73
2026-05-14,Salisbury,4:28,rac_11930594,Alma Latina,B,0.2512,0.2005,0.2025,0.6327,PASS,SUPPRESS,2.0,,,3,RP RATINGS|SPOTLIGHT|THE TIMES (Rob Wright),PLACE,2,2.1,-1.0,Pierian (GB),2.75
2026-05-14,Salisbury,5:03,rac_11930620,Kotari,B,0.3089,0.0768,0.015,0.8711,VISION_ONLY,WEAK_SIGNAL,35.0,,,8,DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|RP RATINGS|SPOTLIGHT|THE GUARDIAN|THE TIMES (Rob Wright)|TOPSPEED,LOSE,6,3.25,-1.0,Stage Show (GB),67.0
2026-05-14,Salisbury,5:40,rac_11930646,Rogue Rebellion,B,0.1883,0.0155,0.0919,0.6239,VISION_ONLY,WEAK_SIGNAL,39.0,,,5,DAILY RECORD (Garry Owen)|RP RATINGS|THE GUARDIAN|THE SUN (Templegate)|THE TIMES (Rob Wright),LOSE,9,7.0,-1.0,Maid In Devon (GB),6.0
2026-05-14,York,1:45,rac_11930464,Persian Spring,B,0.1612,0.0849,0.2281,0.395,VISION_ONLY,SUPPRESS,10.0,,,3,DAILY MAIL (Robin Goodfellow)|POSTDATA|TOPSPEED,WIN,1,4.5,3.5,Persian Spring (IRE),4.5
2026-05-14,York,2:20,rac_11930451,Sports Coach,X,0.08,0.0038,0.0819,0.5564,PASS,WEAK_SIGNAL,40.0,,,0,,LOSE,6,12.0,-1.0,Jakajaro (IRE),15.0
2026-05-14,York,2:55,rac_11930425,Eldrickjones,X,0.0815,0.0038,0.0803,0.5589,PASS,WEAK_SIGNAL,48.0,,,1,TOPSPEED,LOSE,13,81.0,-1.0,Maybe Not (GB),19.0
2026-05-14,York,3:30,rac_11901929,See The Fire,B,0.3036,0.107,0.0187,0.9509,PASS,,,,,10,DAILY MAIL (Robin Goodfellow)|DAILY RECORD (Garry Owen)|LAMBOURN (Liam Headd)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE STAR (Jason Heavey)|THE SUN (Templegate)|THE TIMES (Rob Wright),WIN,1,1.83,0.8300000000000001,See The Fire (GB),1.83
2026-05-14,York,4:05,rac_11901916,Action,B,0.241,0.027,0.0703,0.8168,VISION_ONLY,SUPPRESS,12.0,,,3,DAILY MAIL (Robin Goodfellow)|RP RATINGS|TOPSPEED,PLACE,2,5.0,-1.0,Item (GB),6.5
2026-05-14,York,4:40,rac_11930438,Aspect Island,B,0.1754,0.0539,0.0448,0.5621,VISION_ONLY,SUPPRESS,10.0,,,7,DAILY MAIL (Robin Goodfellow)|NEWMARKET (David Milnes)|POSTDATA|RP RATINGS|TELEGRAPH (Marlborough)|THE SUN (Templegate)|THE TIMES (Rob Wright),PLACE,3,2.0,-1.0,Dickensian (GB),13.0
2026-05-14,York,5:15,rac_11930477,Tommo's Ginjaninja,C,0.1272,0.0051,0.0813,0.308,PASS,SUPPRESS,7.0,,,0,,LOSE,13,51.0,-1.0,Arc Ole Ole (GB),4.33
2026-05-14,Clonmel,4:47,rac_11965122,Lightkeeper,C,0.1682,0.0579,0.0391,0.4196,PASS,SUPPRESS,28.0,,,1,SPOTLIGHT,PU,PU,6.5,-1.0,Rocky's Howya (IRE),3.75
2026-05-14,Clonmel,5:20,rac_11965135,Springhill Warrior,B,0.2967,0.5164,0.574,0.9898,PASS,SUPPRESS,22.0,,,5,POSTDATA|RP RATINGS|SPOTLIGHT|THE IRISH SUN|TOPSPEED,PLACE,3,1.53,-1.0,Minella Diamond (IRE),4.5
2026-05-14,Clonmel,5:50,rac_11965148,Cruisin Susan,X,0.1341,0.0378,0.1676,0.3033,PASS,WEAK_SIGNAL,35.0,,,0,,LOSE,6,41.0,-1.0,Hob's Angel (IRE),10.0
2026-05-14,Clonmel,6:20,rac_11967488,Amron Diamond,C,0.1181,0.0169,0.0965,0.4325,PASS,,,,,0,,LOSE,13,9.5,-1.0,Loi Des Jeux (FR),2.88
2026-05-14,Clonmel,6:50,rac_11965161,Le Diablo,B,0.198,0.06,0.1406,0.42,VISION_ONLY,SUPPRESS,14.0,,,1,RP RATINGS,LOSE,7,4.0,-1.0,Colleen Danu (IRE),12.0
2026-05-14,Clonmel,7:20,rac_11965174,Nirisque,B,0.1389,0.1978,0.3823,0.8897,PASS,SUPPRESS,20.0,,,3,POSTDATA|RP RATINGS|SPOTLIGHT,LOSE,6,2.2,-1.0,Jumbos Jet (IRE),4.0
2026-05-14,Clonmel,7:50,rac_11965187,Eye Of A Tiger,B,0.163,0.0332,0.1011,0.395,VISION_ONLY,SUPPRESS,17.0,,,1,RP RATINGS,LOSE,5,12.0,-1.0,Chanceawetmorning (IRE),2.1
2026-05-14,Clonmel,8:20,rac_11965200,Martymill,A,0.4187,0.7458,0.6364,0.9063,VISION_ONLY,SUPPRESS,12.0,,,1,POSTDATA,LOSE,0,3.75,-1.0,Mindyourheadmike (IRE),11.0
2026-05-15,Aintree,4:35,rac_11928150,Road To Wembley,B,0.3152,0.3901,0.1364,0.8663,PASS,SUPPRESS,20.0,TRAP,40.03,0,,OPEN,,,0.0,,
2026-05-15,Aintree,5:10,rac_11928176,Roaring Home,B,0.2135,0.0183,0.0502,0.4712,VISION_ONLY,SUPPRESS,2.0,TRAP,36.73,0,,OPEN,,,0.0,,
2026-05-15,Aintree,5:45,rac_11928124,Southoftheborder,C,0.1588,0.0314,0.031,0.4584,PASS,SUPPRESS,4.0,TRAP,28.52,0,,OPEN,,,0.0,,
2026-05-15,Aintree,6:20,rac_11928137,Break Point,X,0.1315,0.0094,0.0278,0.2504,PASS,SUPPRESS,12.0,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Aintree,6:55,rac_11928111,Taxus Baccata,B,0.17,0.0271,0.1084,0.5346,VISION_ONLY,SUPPRESS,13.0,TRAP,35.61,0,,OPEN,,,0.0,,
2026-05-15,Aintree,7:30,rac_11928189,Book Of Secrets,B,0.1922,0.0218,0.066,0.3962,VISION_ONLY,SUPPRESS,33.0,TRAP,34.05,0,,OPEN,,,0.0,,
2026-05-15,Aintree,8:05,rac_11968892,Mojo Ego,B,0.2244,0.0133,0.0681,0.3057,VISION_ONLY,,,TRAP,34.0,0,,OPEN,,,0.0,,
2026-05-15,Aintree,8:40,rac_11928163,Laugusto,X,0.0664,0.0293,0.0837,0.0085,PASS,SUPPRESS,0.0,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,5:30,rac_11930724,Wee Mary,B,0.1665,0.0175,0.069,0.798,VISION_ONLY,CASHRUN_WATCH,59.0,WILDCARD,40.43,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,6:05,rac_11930672,Waasil,B,0.2534,0.1064,0.0872,0.2499,PASS,SUPPRESS,0.0,TRAP,16.9,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,6:40,rac_11930698,Gaelic Approach,A,0.4501,0.1678,0.0265,0.9953,VISION_ONLY,SUPPRESS,7.0,GLUE,71.11,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,7:15,rac_11930659,Humble Spark,A,0.3465,0.0668,0.1385,0.9905,VISION_ONLY,WEAK_SIGNAL,46.0,GLUE,62.27,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,7:50,rac_11930685,Naturalia,B,0.1543,0.02,0.0778,0.8341,PASS,SUPPRESS,19.0,TRAP,30.49,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,8:25,rac_11930737,Welbury,B,0.1639,0.0402,0.0097,0.269,PASS,,,TRAP,20.27,0,,OPEN,,,0.0,,
2026-05-15,Hamilton,9:00,rac_11930711,Nakatomi,B,0.1995,0.0277,0.0855,0.908,VISION_ONLY,,,WILDCARD,44.85,0,,OPEN,,,0.0,,
2026-05-15,Newbury,2:08,rac_11930815,Jet Packer,B,0.157,0.0146,0.0753,0.6632,PASS,,,TRAP,27.09,0,,OPEN,,,0.0,,
2026-05-15,Newbury,2:40,rac_11930750,Al Durry,B,0.1359,0.0153,0.0882,0.6898,PASS,,,TRAP,26.38,0,,OPEN,,,0.0,,
2026-05-15,Newbury,3:18,rac_11930789,Menhaal,B,0.1958,0.1221,0.0872,0.275,PASS,,,TRAP,14.34,0,,OPEN,,,0.0,,
2026-05-15,Newbury,3:53,rac_11930776,Extremely Zain,B,0.2291,0.2368,0.4962,0.8171,PASS,,,TRAP,30.05,0,,OPEN,,,0.0,,
2026-05-15,Newbury,4:25,rac_11930763,Point Of Law,B,0.3194,0.2725,0.3366,0.9263,PASS,,,TRAP,38.54,0,,OPEN,,,0.0,,
2026-05-15,Newbury,5:00,rac_11968905,Heyzoom,B,0.255,0.174,0.2196,0.5213,PASS,,,TRAP,24.12,0,,OPEN,,,0.0,,
2026-05-15,Newbury,5:35,rac_11930828,Kakirra,B,0.1747,0.0183,0.1194,0.7599,VISION_ONLY,,,WILDCARD,40.17,0,,OPEN,,,0.0,,
2026-05-15,Newbury,6:10,rac_11930802,Simiyann,X,0.1122,0.0049,0.0612,0.3648,PASS,,,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,1:22,rac_11955372,Rocket Boots,B,0.3004,0.1587,0.1868,0.6432,PASS,,,TRAP,22.89,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,1:57,rac_11930997,Tales Of Wisdom,B,0.2311,0.235,0.3862,0.7449,PASS,,,TRAP,32.69,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,2:32,rac_11930945,Double Meaning,B,0.2712,0.0314,0.0837,0.8078,VISION_ONLY,,,TRAP,39.25,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,3:07,rac_11930932,Temple Court,X,0.0973,0.0129,0.0872,0.0261,PASS,,,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,3:42,rac_11930984,Borderline Madness,B,0.2014,0.0169,0.0837,0.3202,VISION_ONLY,,,TRAP,24.96,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,4:18,rac_11930971,Salaria,X,0.163,0.0156,0.0426,0.2684,PASS,,,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,4:53,rac_11930958,We're Goosers,B,0.2868,0.1056,0.0142,0.6624,PASS,,,TRAP,37.14,0,,OPEN,,,0.0,,
2026-05-15,Newmarket,5:25,rac_11931010,Daizen,X,0.1359,0.0121,0.013,0.3685,PASS,,,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,York,1:45,rac_11930542,Zarathos,X,0.0706,0.0096,0.0426,0.1957,PASS,SUPPRESS,33.0,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,York,2:20,rac_11930490,Pacific Mission,B,0.2345,0.0433,0.0649,0.8209,PASS,SUPPRESS,17.0,TRAP,35.63,0,,OPEN,,,0.0,,
2026-05-15,York,2:55,rac_11930516,Financer,B,0.1258,0.0089,0.0868,0.6272,VISION_ONLY,SUPPRESS,29.0,TRAP,34.34,0,,OPEN,,,0.0,,
2026-05-15,York,3:30,rac_11930503,Lover Girl,B,0.2343,0.0937,0.1216,0.4925,VISION_ONLY,SUPPRESS,2.0,WILDCARD,40.29,0,,OPEN,,,0.0,,
2026-05-15,York,4:05,rac_11901942,Rahiebb,B,0.2414,0.054,0.0365,0.8218,VISION_ONLY,SUPPRESS,8.0,WILDCARD,46.32,0,,OPEN,,,0.0,,
2026-05-15,York,4:40,rac_11930555,Believeinmenow,B,0.1465,0.0077,0.1172,0.5478,VISION_ONLY,WEAK_SIGNAL,35.0,TRAP,33.98,0,,OPEN,,,0.0,,
2026-05-15,York,5:15,rac_11930529,Portcullis,A,0.4625,0.3832,0.3717,0.901,VISION_ONLY,SUPPRESS,5.0,BANKER,75.35,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,4:45,rac_11966669,Try Them,B,0.249,0.2045,0.4599,0.8779,PASS,,,TRAP,35.65,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,5:20,rac_11966682,Metamorpheus,X,0.0983,0.0096,0.0406,0.2308,PASS,,,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,5:55,rac_11966695,Springhill Warrior,A,0.3922,0.4935,0.678,0.9928,VISION_ONLY,,,BANKER,81.39,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,6:30,rac_11966708,Mystic Malina,B,0.1735,0.0377,0.0368,0.5313,PASS,,,TRAP,20.02,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,7:05,rac_11966721,Shellrunforbriggs,B,0.156,0.1081,0.0854,0.3848,PASS,,,TRAP,19.81,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,7:40,rac_11966734,Tell Us This,X,0.0973,0.014,0.0855,0.4413,PASS,,,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Kilbeggan,8:15,rac_11966747,Returning Officer,B,0.262,0.193,0.2449,0.3965,PASS,,,TRAP,26.51,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,5:05,rac_11966760,Florida Bay,X,0.1872,0.0661,0.0872,0.2002,PASS,SUPPRESS,2.0,TRAP,0.0,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,5:40,rac_11966773,Suspicious Mindz,B,0.223,0.1854,0.4467,0.8093,PASS,SUPPRESS,19.0,WILDCARD,44.24,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,6:12,rac_11966786,Sheamus Seimhiu,C,0.1147,0.0183,0.0807,0.337,PASS,SUPPRESS,14.0,TRAP,15.1,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,6:47,rac_11966799,Star Mind,B,0.2191,0.1401,0.0875,0.709,PASS,SUPPRESS,17.0,TRAP,26.86,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,7:22,rac_11949457,Scandinavia,A,0.3484,0.3818,0.0308,0.8868,VISION_ONLY,SUPPRESS,26.0,BANKER,78.19,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,7:57,rac_11966812,Marians Gal,B,0.1759,0.0757,0.1782,0.5878,VISION_ONLY,WEAK_SIGNAL,43.0,TRAP,30.25,0,,OPEN,,,0.0,,
2026-05-15,Leopardstown,8:30,rac_11966825,Drucker,B,0.3097,0.1124,0.1965,0.6435,PASS,,,TRAP,34.32,0,,OPEN,,,0.0,,
