date,course,off_time,race_id,horse,tier,vp,mds,improvement_score,place_prob,assigned_product,cashrun_class,cashrun_score,acca_role,acca_score,rp_support_count,rp_support_tipsters,result,position,sp_dec,pnl,winner,winner_sp_dec
2026-05-08,Chester,2:05,rac_11929047,Joulany,A,0.4849,0.293,0.2587,0.9498,,SUPPRESS,13.0,,,0,,PLACE,2,1.91,-1.0,Galiyan (GB),3.25
2026-05-08,Wolverhampton (AW),7:30,rac_11931946,Withtearsinmyeyes,A,0.4375,0.2726,0.2025,0.8433,,,,,,0,,PLACE,2,4.0,-1.0,Seet (GB),4.33
2026-05-08,Market Rasen,3:50,rac_11927188,Giovanni Change,A,0.3741,0.0364,0.0902,0.8798,,SUPPRESS,24.0,,,0,,PLACE,3,9.0,-1.0,Classic King (IRE),3.75
2026-05-08,Ballinrobe (IRE),5:15,rac_11956126,Glamazon,A,0.3728,0.1635,0.1346,0.6981,,SUPPRESS,26.0,,,0,,WIN,1,3.5,2.5,Glamazon (IRE),3.5
2026-05-08,Ascot,2:55,rac_11929424,Gone By,A,0.3539,0.2852,0.2609,0.8632,,SUPPRESS,2.0,,,0,,PLACE,2,1.91,-1.0,Light Of Paris (GER),6.0
2026-05-08,Ripon,6:15,rac_11929333,Hood Wink,A,0.3323,0.0536,0.083,0.9073,,SUPPRESS,18.0,,,0,,LOSE,4,9.0,-1.0,Masaban (IRE),1.73
2026-05-08,Wolverhampton (AW),8:00,rac_11931972,Autumn Affair,B,0.3285,0.1058,0.0142,0.8606,,,,,,0,,LOSE,4,1.73,-1.0,Pints In Peace (IRE),4.33
2026-05-08,Downpatrick (IRE),5:00,rac_11956217,Roc Dino,C,0.3172,0.6463,0.574,0.9661,,SUPPRESS,15.0,,,0,,WIN,1,1.12,0.1200000000000001,Roc Dino (FR),1.12
2026-05-08,Market Rasen,2:10,rac_11927214,Edelak,B,0.3049,0.4207,0.2705,0.8301,,SUPPRESS,10.0,,,0,,PLACE,2,1.29,-1.0,Fidendum (GB),4.2
2026-05-08,Wolverhampton (AW),9:00,rac_11932024,Rosieisme Darling,B,0.2867,0.0116,0.0399,0.7784,,,,,,0,,LOSE,4,19.0,-1.0,Nana's Boy George (IRE),2.62
2026-05-08,Wolverhampton (AW),6:30,rac_11931959,Miss Lizzy,B,0.2843,0.1017,0.0956,0.7816,,,,,,0,,WIN,1,17.0,16.0,Miss Lizzy (GB),17.0
2026-05-08,Market Rasen,3:15,rac_11927227,Lone Soldier,B,0.2687,0.0146,0.0365,0.7678,,SUPPRESS,11.0,,,0,,WIN,1,3.75,2.75,Lone Soldier (GB),3.75
2026-05-08,Downpatrick (IRE),6:05,rac_11956243,Endless Talking,B,0.2585,0.3674,0.5029,0.9478,,SUPPRESS,24.0,,,0,,WIN,1,1.83,0.8300000000000001,Endless Talking (IRE),1.83
2026-05-08,Wolverhampton (AW),7:00,rac_11932011,Forever Perfect,B,0.2508,0.0617,0.0197,0.5576,,,,,,0,,PLACE,2,3.75,-1.0,Kakirra (IRE),17.0
2026-05-08,Ballinrobe (IRE),6:52,rac_11956165,Lough Leane,B,0.2467,0.067,0.0822,0.8041,,WEAK_SIGNAL,37.0,,,0,,WIN,1,5.5,4.5,Lough Leane (IRE),5.5
2026-05-08,Market Rasen,4:52,rac_11927253,Matoury,B,0.2425,0.0168,0.0773,0.5416,,WEAK_SIGNAL,53.0,,,0,,PLACE,3,4.0,-1.0,Nottodaybobo (IRE),5.0
2026-05-08,Ascot,2:20,rac_11929372,Bint Archange,B,0.2345,0.1614,0.1651,0.5814,,SUPPRESS,3.0,,,0,,WIN,1,2.62,1.62,Bint Archange (IRE),2.62
2026-05-08,Ballinrobe (IRE),4:40,rac_11956113,Incredible Army,C,0.2325,0.1721,0.4156,0.9171,,SUPPRESS,9.0,,,0,,LOSE,8,26.0,-1.0,Personified (IRE),3.5
2026-05-08,Wolverhampton (AW),6:00,rac_11931985,Apache Eagle,B,0.2099,0.0155,0.0494,0.8411,,,,,,0,,PLACE,3,12.0,-1.0,Rubellite (IRE),3.0
2026-05-08,Downpatrick (IRE),7:35,rac_11956282,Mastermind,B,0.2079,0.0562,0.0942,0.6646,,SUPPRESS,11.0,,,0,,LOSE,6,11.0,-1.0,Dinoland (FR),6.5
2026-05-08,Ascot,3:25,rac_11929359,Kodiac Thriller,B,0.2036,0.0186,0.0817,0.6853,,SUPPRESS,31.0,,,0,,LOSE,10,7.5,-1.0,Bolo Neighs (IRE),13.0
2026-05-08,Market Rasen,2:45,rac_11927240,Granny B,B,0.2009,0.0177,0.1102,0.5302,,SUPPRESS,34.0,,,0,,PU,PU,13.0,-1.0,Allibaba (GB),2.5
2026-05-08,Market Rasen,4:20,rac_11927201,Ryebridge,C,0.1985,0.0186,0.0773,0.2963,,SUPPRESS,7.0,,,0,,WIN,1,5.5,4.5,Ryebridge (IRE),5.5
2026-05-08,Ascot,1:50,rac_11929346,Illy's Roo,C,0.1965,0.0112,0.0813,0.594,,SUPPRESS,17.0,,,0,,LOSE,7,19.0,-1.0,Colori Forever (GB),2.88
2026-05-08,Chester,2:35,rac_11929008,Lambourn,C,0.1959,0.0768,0.0285,0.7222,,SUPPRESS,22.0,,,0,,WIN,1,2.5,1.5,Lambourn (IRE),2.5
2026-05-08,Ripon,8:15,rac_11929320,Mereside Princess,C,0.1944,0.0133,0.0209,0.5705,,SUPPRESS,32.0,,,0,,PLACE,3,12.0,-1.0,Vietnorm (IRE),9.0
2026-05-08,Ballinrobe (IRE),5:50,rac_11956139,Mano Chicago,C,0.1912,0.1779,0.2543,0.8245,,SUPPRESS,24.0,,,0,,PLACE,2,2.1,-1.0,Marmeladova (IRE),13.0
2026-05-08,Ripon,6:45,rac_11929307,Wrestling Revenue,C,0.188,0.0085,0.0252,0.6871,,WEAK_SIGNAL,39.0,,,0,,LOSE,7,29.0,-1.0,Vince L'Amour (IRE),5.0
2026-05-08,Downpatrick (IRE),8:05,rac_11956295,Culldoo,C,0.1829,0.1627,0.0852,0.0705,,SUPPRESS,7.0,,,0,,PLACE,3,2.5,-1.0,Coco's Legacy (IRE),9.0
2026-05-08,Ascot,4:35,rac_11929398,Luzon Heights,C,0.1806,0.0137,0.052,0.4284,,SUPPRESS,12.0,,,0,,PLACE,2,8.0,-1.0,Outback Heat (GB),12.0
2026-05-08,Downpatrick (IRE),7:05,rac_11956269,Just For Yuse,C,0.1787,0.013,0.0407,0.3018,,SUPPRESS,10.0,,,0,,PLACE,2,5.0,-1.0,Finnians Row (IRE),29.0
2026-05-08,Downpatrick (IRE),6:35,rac_11956256,Sea Of Doubt,C,0.1759,0.0495,0.1481,0.5253,,SUPPRESS,19.0,,,0,,WIN,1,5.0,4.0,Sea Of Doubt (IRE),5.0
2026-05-08,Ripon,7:15,rac_11929268,Charlie Mason,C,0.1758,0.0256,0.1143,0.5626,,SUPPRESS,28.0,,,0,,UNMATCHED,,,0.0,U Sure Do (IRE),6.5
2026-05-08,Ballinrobe (IRE),7:52,rac_11956191,Diligo,X,0.1757,0.1503,0.1052,0.1011,,SUPPRESS,0.0,,,0,,PLACE,3,2.88,-1.0,Trojan Fighter (GB),2.62
2026-05-08,Ballinrobe (IRE),6:22,rac_11956152,Hiltons Pass,C,0.1745,0.0382,0.1613,0.3036,,,,,,0,,LOSE,8,34.0,-1.0,A Pretty Penny (IRE),7.5
2026-05-08,Ballinrobe (IRE),7:22,rac_11956178,Kartayaz,C,0.1652,0.0092,0.0975,0.2879,,,,,,0,,LOSE,11,34.0,-1.0,Tero d'Rosa (IRE),7.0
2026-05-08,Ballinrobe (IRE),8:22,rac_11956204,Migdam,C,0.1559,0.0245,0.0832,0.4485,,SUPPRESS,33.0,,,0,,LOSE,14,9.0,-1.0,Satono Chevalier (IRE),26.0
2026-05-08,Chester,1:30,rac_11929034,Triple Double A,C,0.1525,0.0096,0.0807,0.6387,,SUPPRESS,29.0,,,0,,LOSE,5,15.0,-1.0,Respond (IRE),1.91
2026-05-08,Ascot,5:10,rac_11929385,Lusaka,X,0.1452,0.0084,0.0355,0.242,,WEAK_SIGNAL,43.0,,,0,,LOSE,4,19.0,-1.0,Believitanducan (IRE),2.38
2026-05-08,Downpatrick (IRE),5:35,rac_11956230,Artic Chief,C,0.1421,0.0132,0.1147,0.321,,SUPPRESS,4.0,,,0,,PLACE,3,51.0,-1.0,Gangster Granny (IRE),34.0
2026-05-08,Chester,4:45,rac_11929086,Wyle Cop,C,0.1416,0.007,0.0817,0.3742,,WEAK_SIGNAL,48.0,,,0,,LOSE,12,34.0,-1.0,Exclamation (IRE),34.0
2026-05-08,Chester,3:05,rac_11901890,Chemistry,C,0.1391,0.019,0.1578,0.7693,,,,,,0,,LOSE,9,17.0,-1.0,A Piece Of Heaven (FR),8.0
2026-05-08,Ripon,7:45,rac_11929294,Poet's Dawn,D,0.1373,0.0089,0.0272,0.543,,CASHRUN_WATCH,66.0,,,0,,LOSE,9,19.0,-1.0,Star Cast (GB),4.5
2026-05-08,Wolverhampton (AW),8:30,rac_11931998,Lessay,D,0.1327,0.0128,0.0178,0.479,,,,,,0,,PLACE,2,7.5,-1.0,Split Elevens (GB),4.5
2026-05-08,Chester,5:20,rac_11929060,Imperial Trooper,D,0.1129,0.0069,0.0406,0.2311,,SUPPRESS,23.0,,,0,,LOSE,15,19.0,-1.0,Patagonia Girl (GB),5.5
2026-05-08,Chester,4:10,rac_11929021,St Faz,D,0.1121,0.0089,0.0399,0.2034,,SUPPRESS,16.0,,,0,,LOSE,5,10.0,-1.0,Shrimp Shady (GB),7.5
2026-05-08,Chester,3:40,rac_11929073,Jonny Concrete,X,0.0959,0.016,0.0111,0.1998,,SUPPRESS,13.0,,,0,,PLACE,3,3.5,-1.0,Rosenpur (GER),6.5
2026-05-08,Ascot,4:00,rac_11929411,Bellini Spirit,X,0.0814,0.003,0.0813,0.1861,,SUPPRESS,10.0,,,0,,LOSE,18,151.0,-1.0,Secret Santa (IRE),9.5
2026-05-09,Ascot,1:10,rac_11929515,Cuban Heels,B,0.1954,0.0978,0.0872,0.0882,VISION_ONLY,SUPPRESS,2.0,TRAP,29.98,0,,PLACE,3,3.0,-1.0,Night In Vegas (IRE),11.0
2026-05-09,Ascot,1:45,rac_11929450,Jannas Journey,B,0.2002,0.0097,0.0719,0.3912,VISION_ONLY,SUPPRESS,26.0,TRAP,34.13,0,,LOSE,7,21.0,-1.0,Radiant Beauty (GB),4.5
2026-05-09,Ascot,2:20,rac_11929437,Shafdar,X,0.0543,0.0025,0.0651,0.2618,PASS,SUPPRESS,14.0,TRAP,0.0,0,,LOSE,24,13.0,-1.0,The Wizard Of Eye (IRE),21.0
2026-05-09,Ascot,2:55,rac_11929463,Valedictory,C,0.1171,0.0713,0.0339,0.5115,PASS,SUPPRESS,5.0,TRAP,28.08,0,,LOSE,6,2.25,-1.0,Wine Dark Sea (GB),17.0
2026-05-09,Ascot,3:30,rac_11929476,Sintra,A,0.3268,0.0299,0.0473,0.9116,VISION_ONLY,SUPPRESS,15.0,BOOSTER,58.59,0,,WIN,1,5.0,4.0,Sintra (GB),5.0
2026-05-09,Ascot,4:05,rac_11929502,Room Fourteen,B,0.3046,0.0208,0.0821,0.8431,VISION_ONLY,SUPPRESS,19.0,WILDCARD,49.69,0,,PLACE,2,5.0,-1.0,Venetia (GB),12.0
2026-05-09,Ascot,4:40,rac_11929489,Dicko The Legend,X,0.0769,0.0048,0.0473,0.2767,PASS,SUPPRESS,33.0,TRAP,0.0,0,,LOSE,9,8.5,-1.0,Azure Zain (FR),19.0
2026-05-09,Haydock,12:45,rac_11927279,Al Sayah,C,0.1178,0.0057,0.0563,0.2588,PASS,SUPPRESS,10.0,TRAP,21.43,0,,PLACE,3,17.0,-1.0,Matty's Getaway (IRE),8.0
2026-05-09,Haydock,1:15,rac_11927266,Star Of Guiting,X,0.0951,0.0054,0.0793,0.1722,PASS,SUPPRESS,6.0,TRAP,0.0,0,,LOSE,7,21.0,-1.0,Moon Chime (GB),34.0
2026-05-09,Haydock,1:48,rac_11927292,Plan De Stan,B,0.1899,0.0617,0.1161,0.2061,VISION_ONLY,SUPPRESS,8.0,TRAP,31.13,0,,LOSE,6,4.33,-1.0,St Gabriel (FR),7.0
2026-05-09,Haydock,2:30,rac_11929567,Barbury Boy,B,0.2642,0.0913,0.0233,0.5554,VISION_ONLY,SUPPRESS,10.0,WILDCARD,43.29,0,,LOSE,4,1.8,-1.0,Salkadan (GB),10.0
2026-05-09,Haydock,3:05,rac_11929554,Aerial Silk,B,0.2604,0.0229,0.1385,0.5886,VISION_ONLY,SUPPRESS,5.0,WILDCARD,42.02,0,,LOSE,7,13.0,-1.0,Mohaaraj (GB),5.0
2026-05-09,Haydock,3:40,rac_11929528,Lake Forest,B,0.1974,0.1046,0.0502,0.5135,PASS,SUPPRESS,17.0,TRAP,18.78,0,,WIN,1,2.2,1.2000000000000002,Lake Forest (GB),2.2
2026-05-09,Haydock,4:15,rac_11929541,City Captain,C,0.1483,0.0228,0.02,0.5031,PASS,SUPPRESS,15.0,TRAP,28.57,0,,LOSE,4,4.0,-1.0,Ata Rangi (IRE),7.0
2026-05-09,Hexham,3:20,rac_11927344,Tap Tap Shamie,A,0.8161,0.9405,0.617,0.9987,VISION_ONLY,SUPPRESS,5.0,BANKER,79.97,0,,WIN,1,1.06,0.06000000000000005,Tap Tap Shamie (IRE),1.06
2026-05-09,Hexham,3:55,rac_11927331,Beat The Edge,C,0.207,0.0045,0.0256,0.4778,PASS,WEAK_SIGNAL,39.0,TRAP,31.12,0,,LOSE,5,13.0,-1.0,Conquer The Breeze (IRE),2.1
2026-05-09,Hexham,4:30,rac_11927318,Court At Slip,B,0.2582,0.0406,0.1321,0.4684,VISION_ONLY,SUPPRESS,16.0,TRAP,39.92,0,,LOSE,6,6.0,-1.0,No Regrets (IRE),7.5
2026-05-09,Hexham,5:05,rac_11927370,Eagles Rock,A,0.3209,0.1745,0.2347,0.7887,VISION_ONLY,SUPPRESS,6.0,BOOSTER,59.39,0,,UNMATCHED,,,0.0,Line Em Up (IRE),2.38
2026-05-09,Hexham,5:42,rac_11927305,Gardener,B,0.2473,0.0445,0.1604,0.6364,VISION_ONLY,SUPPRESS,29.0,WILDCARD,42.75,0,,LOSE,5,6.5,-1.0,Perseus Way (IRE),9.0
2026-05-09,Hexham,6:15,rac_11927357,Mr Globalist,B,0.1873,0.0142,0.0877,0.5822,PASS,SUPPRESS,26.0,TRAP,27.27,0,,UNMATCHED,,,0.0,King Sacre (FR),6.5
2026-05-09,Hexham,6:47,rac_11964641,Snapaudaciaheros,B,0.2086,0.0216,0.0855,0.5662,VISION_ONLY,WEAK_SIGNAL,54.0,TRAP,38.42,0,,PU,PU,4.5,-1.0,Two Auld Pals (IRE),5.0
2026-05-09,Leicester,5:25,rac_11929593,Thunda Struck,B,0.2806,0.1128,0.2585,0.7609,PASS,SUPPRESS,5.0,TRAP,28.91,0,,LOSE,5,4.5,-1.0,Sky Secret (GB),2.2
2026-05-09,Leicester,5:55,rac_11929580,King's Cavalry,B,0.3656,0.388,0.5499,0.9704,PASS,SUPPRESS,13.0,TRAP,45.08,0,,WIN,1,1.83,0.8300000000000001,King's Cavalry (GB),1.83
2026-05-09,Leicester,6:25,rac_11929632,This Farh,B,0.2424,0.0537,0.0097,0.7,VISION_ONLY,WEAK_SIGNAL,38.0,WILDCARD,43.92,0,,LOSE,4,3.25,-1.0,Mumayaz (IRE),9.0
2026-05-09,Leicester,6:55,rac_11929606,Iwantmytimewithyou,B,0.2036,0.0144,0.0183,0.7139,PASS,SUPPRESS,23.0,TRAP,30.9,0,,PLACE,2,5.0,-1.0,John Galt (FR),9.0
2026-05-09,Leicester,7:25,rac_11929619,Fenlander,B,0.195,0.029,0.107,0.709,VISION_ONLY,WEAK_SIGNAL,38.0,WILDCARD,40.65,0,,LOSE,6,4.6,-1.0,Zubaru (GB),2.88
2026-05-09,Leicester,7:55,rac_11929645,Versatile,B,0.1852,0.0559,0.0978,0.6239,VISION_ONLY,SUPPRESS,31.0,TRAP,39.03,0,,RR,RR,5.0,-1.0,Myna (IRE),9.0
2026-05-09,Leicester,8:25,rac_11929658,Sharma d'Amour,B,0.2102,0.0213,0.1109,0.9663,VISION_ONLY,SUPPRESS,32.0,WILDCARD,46.5,0,,LOSE,9,5.0,-1.0,Union Island (IRE),26.0
2026-05-09,Lingfield,12:55,rac_11929723,Sweet Reward,B,0.1635,0.0262,0.0258,0.5512,PASS,CASHRUN_WATCH,59.0,TRAP,25.53,0,,WIN,1,3.25,2.25,Sweet Reward (IRE),3.25
2026-05-09,Lingfield,1:28,rac_11929697,Amora Queen,B,0.3065,0.0266,0.0183,0.7776,PASS,SUPPRESS,5.0,TRAP,38.65,0,,LOSE,5,8.5,-1.0,Cameo (IRE),4.33
2026-05-09,Lingfield,1:58,rac_11929684,Maltese Cross,B,0.2915,0.0458,0.0194,0.807,VISION_ONLY,SUPPRESS,8.0,WILDCARD,48.82,0,,WIN,1,3.25,2.25,Maltese Cross (FR),3.25
2026-05-09,Lingfield,2:40,rac_11929671,Copacabana Sands,B,0.2303,0.0613,0.0418,0.7335,VISION_ONLY,SUPPRESS,28.0,WILDCARD,44.06,0,,LOSE,5,4.33,-1.0,Royal Velvet (GB),2.38
2026-05-09,Lingfield,3:15,rac_11929710,Dragon Leader,B,0.1994,0.0157,0.0681,0.7694,VISION_ONLY,SUPPRESS,32.0,WILDCARD,41.79,0,,PLACE,2,9.0,-1.0,Foreseen (GB),19.0
2026-05-09,Lingfield,3:50,rac_11929736,Assaranca,A,0.3261,0.019,0.0965,0.6638,VISION_ONLY,SUPPRESS,8.0,WILDCARD,43.36,0,,WIN,1,8.0,7.0,Assaranca (IRE),8.0
2026-05-09,Lingfield,4:25,rac_11929749,Harry Brown,B,0.2335,0.0167,0.0807,0.9547,VISION_ONLY,CASHRUN_WATCH,55.0,WILDCARD,47.56,0,,WIN,1,10.0,9.0,Harry Brown (GB),10.0
2026-05-09,Nottingham,1:38,rac_11929827,Havana Grey Star,X,0.1725,0.0288,0.0872,0.1458,PASS,SUPPRESS,0.0,TRAP,0.0,0,,LOSE,4,4.33,-1.0,Crazy Cubana (IRE),13.0
2026-05-09,Nottingham,2:08,rac_11929814,Lighting Thunder,A,0.6118,0.5995,0.1669,0.9115,VISION_ONLY,SUPPRESS,8.0,BANKER,78.23,0,,WIN,1,1.25,0.25,Lighting Thunder (GB),1.25
2026-05-09,Nottingham,2:50,rac_11929801,Valkyrie Storm,X,0.2013,0.0698,0.015,0.2776,PASS,WEAK_SIGNAL,37.0,TRAP,0.0,0,,WIN,1,1.83,0.8300000000000001,Valkyrie Storm (GB),1.83
2026-05-09,Nottingham,3:25,rac_11929762,Leadenhall,B,0.1513,0.0169,0.0773,0.6281,VISION_ONLY,CASHRUN_WATCH,57.0,TRAP,36.1,0,,UNMATCHED,,,0.0,Principality (IRE),4.0
2026-05-09,Nottingham,4:00,rac_11929788,Papa Don't Preach,B,0.1562,0.02,0.0708,0.8199,PASS,CASHRUN_WATCH,63.0,TRAP,30.31,0,,LOSE,9,9.5,-1.0,Herakles (IRE),4.0
2026-05-09,Nottingham,4:35,rac_11929840,Tickettothestars,B,0.2665,0.0253,0.0704,0.8672,VISION_ONLY,SUPPRESS,8.0,WILDCARD,48.01,0,,LOSE,4,4.5,-1.0,Dragon Spin (GB),6.5
2026-05-09,Nottingham,5:10,rac_11929775,Gentle Warrior,A,0.3643,0.0789,0.0099,0.8872,VISION_ONLY,SUPPRESS,30.0,BOOSTER,61.57,0,,PLACE,2,2.0,-1.0,Russian Rumour (IRE),4.33
2026-05-09,Warwick,5:35,rac_11927422,School For Scandal,B,0.2237,0.0179,0.0575,0.6317,VISION_ONLY,SUPPRESS,27.0,WILDCARD,40.55,0,,PU,PU,8.5,-1.0,Redbridge Rambler (IRE),7.0
2026-05-09,Warwick,6:07,rac_11927409,Taranis Dubh,B,0.1876,0.1023,0.0837,0.0756,PASS,SUPPRESS,7.0,TRAP,9.38,0,,PLACE,2,2.1,-1.0,Sky Grove (IRE),13.0
2026-05-09,Warwick,6:37,rac_11927435,Silver Gale,B,0.2945,0.069,0.0868,0.7874,VISION_ONLY,SUPPRESS,10.0,WILDCARD,49.2,0,,LOSE,4,3.5,-1.0,Mexican Stan (GB),5.0
2026-05-09,Warwick,7:07,rac_11927396,Urban Isle,B,0.2869,0.02,0.0848,0.6045,VISION_ONLY,SUPPRESS,33.0,WILDCARD,43.85,0,,LOSE,6,6.5,-1.0,Il Va De Soi (FR),10.0
2026-05-09,Warwick,7:37,rac_11927383,Walkin Out,A,0.6027,0.1359,0.0338,0.8843,VISION_ONLY,SUPPRESS,10.0,GLUE,71.08,0,,PLACE,3,3.25,-1.0,Malinas Glory (IRE),2.62
2026-05-09,Warwick,8:07,rac_11927448,Legend D'Airy,A,0.6593,0.6247,0.3664,0.9943,VISION_ONLY,SUPPRESS,16.0,BANKER,79.89,0,,PLACE,3,1.57,-1.0,Nate Of Spades (IRE),3.5
2026-05-09,Killarney,1:22,rac_11957504,North Shore,B,0.2898,0.3334,0.5005,0.9036,PASS,SUPPRESS,18.0,TRAP,37.83,0,,WIN,1,1.67,0.6699999999999999,North Shore (FR),1.67
2026-05-09,Killarney,1:53,rac_11957517,Bud Fox,C,0.1273,0.0722,0.1868,0.0884,PASS,SUPPRESS,17.0,TRAP,20.25,0,,LOSE,5,4.33,-1.0,Magico (IRE),3.0
2026-05-09,Killarney,2:25,rac_11957530,Sainte Lucie,B,0.1785,0.1285,0.0591,0.6211,PASS,SUPPRESS,28.0,TRAP,30.4,0,,WIN,1,2.0,1.0,Sainte Lucie (FR),2.0
2026-05-09,Killarney,3:00,rac_11957543,Paul's Dream,B,0.1638,0.0143,0.0798,0.5916,VISION_ONLY,SUPPRESS,9.0,TRAP,36.06,0,,LOSE,5,9.0,-1.0,Ragmans Corner (IRE),10.0
2026-05-09,Killarney,3:35,rac_11957556,Butch Cassidy,B,0.3119,0.2053,0.0591,0.875,PASS,,,TRAP,35.39,0,,WIN,1,2.5,1.5,Butch Cassidy (IRE),2.5
2026-05-09,Killarney,4:10,rac_11957569,Gaoth Chuil,B,0.3192,0.136,0.1898,0.6424,PASS,SUPPRESS,22.0,TRAP,29.43,0,,UNMATCHED,,,0.0,Miss Doyenne (IRE),4.0
2026-05-09,Killarney,4:45,rac_11957582,West Cork Wildway,X,0.1027,0.0112,0.0314,0.3112,PASS,SUPPRESS,17.0,TRAP,0.0,0,,LOSE,5,7.5,-1.0,Pride Of Place (IRE),6.5
2026-05-09,Killarney,5:17,rac_11957595,Mike Des Mottes,B,0.2373,0.1845,0.2705,0.2913,PASS,SUPPRESS,4.0,TRAP,18.72,0,,LOSE,8,4.33,-1.0,Linford (FR),3.25
2026-05-09,Naas,1:33,rac_11957348,Carry The Flag,A,0.6005,0.7122,0.6486,0.9921,VISION_ONLY,SUPPRESS,5.0,BANKER,79.84,0,,WIN,1,1.3,0.30000000000000004,Carry The Flag (IRE),1.3
2026-05-09,Naas,2:03,rac_11957361,She's A Gift,B,0.1803,0.0561,0.2056,0.7448,VISION_ONLY,,,WILDCARD,41.15,0,,LOSE,14,34.0,-1.0,Arctic Steps (IRE),11.0
2026-05-09,Naas,2:35,rac_11957387,Confucius,A,0.4137,0.4341,0.0916,0.7673,VISION_ONLY,SUPPRESS,5.0,GLUE,70.17,0,,WIN,1,1.2,0.19999999999999996,Confucius (IRE),1.2
2026-05-09,Naas,3:10,rac_11957400,Pinar Del Rio,B,0.2281,0.02,0.1065,0.4874,VISION_ONLY,SUPPRESS,34.0,TRAP,37.96,0,,LOSE,5,11.0,-1.0,Bint Majestic Roi (IRE),9.0
2026-05-09,Naas,3:45,rac_11957413,Joyful Tidings,B,0.2004,0.0096,0.0763,0.2756,VISION_ONLY,SUPPRESS,18.0,TRAP,31.82,0,,LOSE,10,15.0,-1.0,Chicago Pope (IRE),6.0
2026-05-09,Naas,4:20,rac_11957426,Cromac Quay,B,0.2822,0.2669,0.4546,0.9775,PASS,SUPPRESS,4.0,TRAP,37.19,0,,PLACE,2,1.83,-1.0,Sparan Nua (IRE),26.0
2026-05-09,Naas,4:57,rac_11957439,Eretria,A,0.34,0.1527,0.0898,0.8431,VISION_ONLY,SUPPRESS,5.0,BOOSTER,61.08,0,,PLACE,3,2.62,-1.0,Caught U Sleeping (IRE),12.0
2026-05-09,Naas,5:30,rac_11957452,Perisher,A,0.6343,0.3363,0.2133,0.9943,VISION_ONLY,SUPPRESS,29.0,BANKER,78.29,0,,WIN,1,2.38,1.38,Perisher (IRE),2.38
2026-05-10,Ludlow,2:17,rac_11927461,First Candidate,A,0.5978,0.3804,0.3427,0.798,VISION_ONLY,SUPPRESS,6.0,,,10,D EXPRESS (Melissa Jones)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE SUN (Templegate)|THE TIMES (Rob Wright)|TOPSPEED,UNMATCHED,,,0.0,Silvereen (GB),2.2
2026-05-10,Ludlow,2:52,rac_11927513,Shorten Sassy,C,0.1968,0.0174,0.038,0.499,PASS,SUPPRESS,27.0,,,4,DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS,LOSE,5,4.5,-1.0,Son Of Tyran (GB),4.0
2026-05-10,Ludlow,3:27,rac_11927474,Hall Lane,B,0.2633,0.0236,0.0142,0.5814,PASS,SUPPRESS,21.0,,,4,POSTDATA|SPOTLIGHT|TELEGRAPH (Marlborough)|WEST COUNTRY (Liam Watson),PLACE,2,3.75,-1.0,Zacony Rebel (IRE),4.0
2026-05-10,Ludlow,4:02,rac_11927500,Ufouria,A,0.3415,0.0169,0.0659,0.5726,VISION_ONLY,SUPPRESS,18.0,,,1,TOPSPEED,PLACE,3,9.0,-1.0,Pergamon (FR),2.2
2026-05-10,Ludlow,4:37,rac_11927487,Claim Du Brizais,C,0.297,0.021,0.0039,0.4156,PASS,SUPPRESS,13.0,,,3,D EXPRESS (Melissa Jones)|POSTDATA|TOPSPEED,PLACE,2,2.62,-1.0,Regal Renaissance (GB),2.2
2026-05-10,Ludlow,5:10,rac_11927526,Jour d'Orage,B,0.2267,0.0184,0.0803,0.6937,VISION_ONLY,,,,,1,WEST COUNTRY (Liam Watson),LOSE,8,19.0,-1.0,Jafimgoso (GB),5.5
2026-05-10,Plumpton,1:57,rac_11927565,Crackalackin,B,0.2308,0.0332,0.1109,0.3097,VISION_ONLY,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Plumpton,2:32,rac_11927578,Pleasure Garden,A,0.3634,0.018,0.0849,0.9263,VISION_ONLY,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Plumpton,3:07,rac_11927617,Catwalk Girl,A,0.3221,0.0947,0.1559,0.7276,VISION_ONLY,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Plumpton,3:42,rac_11927591,All Authorized,A,0.4881,0.2201,0.2075,0.846,VISION_ONLY,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Plumpton,4:17,rac_11927552,Juggernaut,B,0.2412,0.0494,0.2028,0.5832,VISION_ONLY,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Plumpton,4:52,rac_11927539,Siam Park,C,0.2108,0.0115,0.028,0.1598,PASS,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Plumpton,5:23,rac_11927604,Master Dunraven,C,0.1279,0.0115,0.0855,0.32,PASS,,,,,0,,UNMATCHED,,,0.0,,
2026-05-10,Cork,1:30,rac_11957140,Manoir De Mirande,B,0.2836,0.4289,0.6026,0.8317,PASS,SUPPRESS,11.0,,,2,POSTDATA|TOPSPEED,UNMATCHED,,,0.0,Arouet (FR),1.67
