date,course,off_time,race_id,winner,winner_sp,VELO_pick,VELO_result,VELO_pos,VELO_sp,VELO_pnl,VELO_tier,VELO_vp,VELO_mds,VELO_place,VELO_core_support,VELO_all_tipster_support,SPOTLIGHT_pick,SPOTLIGHT_result,SPOTLIGHT_pos,SPOTLIGHT_sp,SPOTLIGHT_pnl,POSTDATA_pick,POSTDATA_result,POSTDATA_pos,POSTDATA_sp,POSTDATA_pnl,TOPSPEED_pick,TOPSPEED_result,TOPSPEED_pos,TOPSPEED_sp,TOPSPEED_pnl,RP_RATINGS_pick,RP_RATINGS_result,RP_RATINGS_pos,RP_RATINGS_sp,RP_RATINGS_pnl
2026-05-19,Newcastle,4.00,,,,Gold Digger,UNMATCHED,,,0.0,X,1.0,0.1387,0.8271,2,6,Gold Digger,UNMATCHED,,,0.0,Zain Primus,UNMATCHED,,,0.0,,,,,0.0,Gold Digger,UNMATCHED,,,0.0
2026-05-19,Newcastle,4.35,2026-05-19_Newcastle_435,Houndhill,4.0,Mystical Land,LOSE,4,12.0,-1.0,X,0.1216,0.0059,0.3916,0,0,Oasis Cover,LOSE,10,5.0,-1.0,Golden Havana,PLACE,3,8.0,-1.0,,,,,0.0,Golden Havana,PLACE,3,8.0,-1.0
2026-05-19,Newcastle,5.05,2026-05-19_Newcastle_505,Fizzy Cristal,12.0,Annie Edson Taylor,LOSE,6,7.5,-1.0,B,0.2081,0.008,0.3828,2,3,Annie Edson Taylor,LOSE,6,7.5,-1.0,Annie Edson Taylor,LOSE,6,7.5,-1.0,,,,,0.0,Hen Party,PLACE,2,3.75,-1.0
2026-05-19,Newcastle,5.35,2026-05-19_Newcastle_535,King'S School,6.0,Cusack,DNF,DNF,34.0,0.0,C,0.1034,0.0072,0.548,0,0,King's School,WIN,1,6.0,5.0,King's School,WIN,1,6.0,5.0,Criminal Shore,LOSE,4,9.5,-1.0,Criminal Shore,LOSE,4,9.5,-1.0
2026-05-19,Nottingham,2.20,,,,Runman,UNMATCHED,,,0.0,X,1.0,0.1387,0.8663,0,2,Adamlyi,UNMATCHED,,,0.0,Adamlyi,UNMATCHED,,,0.0,Mountain,UNMATCHED,,,0.0,,,,,0.0
2026-05-19,Nottingham,2.50,,,,,,,,0.0,,,,,2,0,Bay Royale,UNMATCHED,,,0.0,Bay Royale,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-19,Nottingham,3.20,2026-05-19_Nottingham_320,Mohaab,10.0,Lady Lauren,LOSE,5,21.0,-1.0,B,0.144,0.0074,0.4705,0,0,Sports Day,LOSE,6,3.75,-1.0,Sports Day,LOSE,6,3.75,-1.0,,,,,0.0,Sports Day,LOSE,6,3.75,-1.0
2026-05-19,Nottingham,3.50,2026-05-19_Nottingham_350,Rosa Inglesa,4.0,Domination,LOSE,4,9.0,-1.0,B,0.1789,0.0115,0.528,0,2,Capichera,PLACE,2,3.75,-1.0,Capichera,PLACE,2,3.75,-1.0,Chapter,LOSE,6,11.0,-1.0,Capichera,PLACE,2,3.75,-1.0
2026-05-19,Nottingham,4.20,2026-05-19_Nottingham_420,Wondrous Light,5.0,Pretty Spirited,LOSE,12,12.0,-1.0,B,0.1958,0.0113,0.7314,0,0,Porth Eilian,DNF,DNF,11.0,0.0,Wondrous Light,WIN,1,5.0,4.0,,,,,0.0,Wondrous Light,WIN,1,5.0,4.0
2026-05-19,Nottingham,4.55,2026-05-19_Nottingham_455,Sonic Si,3.75,Timebar,LOSE,8,13.0,-1.0,C,0.1133,0.0084,0.5352,0,0,Irish Dancer,DNF,DNF,4.0,0.0,Irish Dancer,DNF,DNF,4.0,0.0,,,,,0.0,Sonic Si,WIN,1,3.75,2.75
2026-05-20,Ayr,1.42,rp_AYR_20260520_1.42,Ruler's Pride,1.3,Ruler'S Pride,WIN,1,1.3,0.3,A,0.6546,0.328,0.8581,1,8,Ruler's Pride,WIN,1,1.3,0.3,Quiet Soul,LOSE,,,-1.0,,,,,0.0,,,,,0.0
