model,scope,scope_value,log_loss,brier,top1,top3,ece,market_rank_lift,n_races,n_runners
ratings_plus_doctrine,year,2023,1.4428558649720042,0.08174745850435866,0.574468085106383,0.8297872340425532,0.047779568735253436,0.5957446808510638,47,397
ratings_plus_doctrine,year,2024,1.5431685137009774,0.07704678813038539,0.43902439024390244,0.7317073170731707,0.04491118589507905,0.5121951219512195,41,373
ratings_plus_doctrine,year,2025,1.4520406215509365,0.07136293865744099,0.5,0.7692307692307693,0.04191207585471843,0.3076923076923077,26,244
market_plus_ratings_plus_doctrine,split,train,1.387977154773795,0.05761581540096568,0.5103773584905661,0.8452830188679246,0.027522415091328883,1.2339622641509433,1060,11757
market_plus_ratings_plus_doctrine,split,validation,1.5871678900750845,0.06385633005852472,0.42065009560229444,0.7495219885277247,0.013936794062565476,1.0516252390057361,523,5804
market_plus_ratings_plus_doctrine,split,test,1.5070779508442058,0.0773362892349502,0.40350877192982454,0.7456140350877193,0.021632245112657548,0.35964912280701755,114,1014
market_plus_ratings_plus_doctrine,jurisdiction,FR,1.4166241349835713,0.08452475667528721,0.39285714285714285,0.7738095238095238,0.022768304304845086,0.27380952380952384,84,683
market_plus_ratings_plus_doctrine,jurisdiction,HK,1.7555038268052852,0.062168192527946045,0.4482758620689655,0.6896551724137931,0.03744684772626674,0.6551724137931034,29,319
market_plus_ratings_plus_doctrine,jurisdiction,JPN,1.90084808026621,0.07141125488362991,0.0,0.0,0.08641555343379473,-1.0,1,12
market_plus_ratings_plus_doctrine,year,2023,1.3631452128359194,0.07984183210074249,0.3617021276595745,0.7872340425531915,0.04131590944084412,0.19148936170212766,47,397
market_plus_ratings_plus_doctrine,year,2024,1.6270902227553736,0.0826450324660131,0.3902439024390244,0.6829268292682927,0.02509135521408867,0.5609756097560976,41,373
market_plus_ratings_plus_doctrine,year,2025,1.5780139330761904,0.06514423291156499,0.5,0.7692307692307693,0.02895714165363716,0.34615384615384615,26,244
