race_id,horse_id,reason,detail
rp_GOW_20260520_7.50,rp_GOW_miss_gitana,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_7.50,rp_GOW_eben_zaabeel,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_7.50,rp_GOW_good_onya_mate,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_7.50,rp_GOW_medieval_night,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_7.50,rp_GOW_paradise_lost,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_desert_friend,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_jurality,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_our_lucky_lady,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_synchronize,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_almenfee,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_mephisto,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_among_the_pines,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_bynx,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_cala_gracioneta,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_timandi,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_god_the_highness,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_GOW_20260520_8.20,rp_GOW_velvet_and_vine,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_alex_the_great,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_bathara,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_blue's_secret_gem,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_mr_rafiki,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_rafiki,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_rebel_tribesman,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_royal_rocket,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
