date,race_id,course,off_time,model_name,lane_name,source_path,source_field,sort_direction,rank,horse,horse_id,score,sp_dec,result_position,win,frame,policy_decision,stake_authorised,dashboard_visible,learning_class,tie_status,notes
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Ouro Preto,5251970,0.091856,41.0,9,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Kokanee,6679883,0.093387,4.33,8,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Ouro Preto,5251970,0.09003,41.0,9,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Thyer,5162466,0.087696,6.0,5,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Thyer,5162466,0.544928,6.0,5,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Break The Bank,5237880,0.543684,41.0,2,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Mao Shang Wong,7324765,0.543522,6.0,7,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922289,Ayr,3.15,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Altareq,7390860,1.95,3.25,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922289,Ayr,3.15,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Kokanee,6679883,1.8,4.33,8,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922289,Ayr,3.15,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Idyllic,5403096,1.2,34.0,4,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Copper Beach,4031460,0.111171,4.5,9,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Larkfield Lusive,5098067,0.09955,9.5,11,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Indian Sunbird,3974508,0.095041,12.0,6,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Lunar Morning,7303417,0.097423,17.0,5,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Beny Nahar Road,4003966,0.093504,17.0,10,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Ramaah,5237853,0.082712,26.0,3,False,True,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Lunar Morning,7303417,0.541863,17.0,5,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Larkfield Lusive,5098067,0.541581,9.5,11,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922123,Market Rasen,3.25,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Indian Sunbird,3974508,0.541395,12.0,6,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922123,Market Rasen,3.25,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Larkfield Lusive,5098067,2.8,9.5,11,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922123,Market Rasen,3.25,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Copper Beach,4031460,1.95,4.5,9,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922123,Market Rasen,3.25,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Indian Sunbird,3974508,1.85,12.0,6,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Miss Gallant,9263859,0.0852,7.0,1,True,True,LOW_DATA,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Sterling Fortune,9189368,0.084756,23.0,5,False,False,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,For Ever Hopefull,9485662,0.083416,251.0,6,False,False,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Sterling Fortune,9189368,0.079545,23.0,5,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Miss Gallant,9263859,0.077956,7.0,1,True,True,LOW_DATA,False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Royale Union,9396424,0.076291,6.5,7,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Miss Gallant,9263859,0.535874,7.0,1,True,True,N/A (Lane C not policy-anchored),False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Sterling Fortune,9189368,0.535842,23.0,5,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921922,Southwell (AW),3.40,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Hamda's Joy,8031351,0.535751,4.0,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921922,Southwell (AW),3.40,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Cixi,8157547,0.9,3.0,10,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921922,Southwell (AW),3.40,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Matilda Bea,9153207,0.3,251.0,11,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921922,Southwell (AW),3.40,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Hamda's Joy,8031351,-1.0,4.0,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Abu Royal,4559936,0.104175,6.0,7,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Millbuie,5309177,0.100505,10.0,3,False,True,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Crystal Aurora,7493106,0.091965,17.0,8,False,False,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Abu Royal,4559936,0.091675,6.0,7,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Freak Encounter,5991237,0.0894,41.0,9,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Crystal Aurora,7493106,0.082522,17.0,8,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Abu Royal,4559936,0.542723,6.0,7,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Midnight Steppers,9115654,0.54024,41.0,10,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922293,Ayr,3.50,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Crystal Aurora,7493106,0.540045,17.0,8,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922293,Ayr,3.50,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Millbuie,5309177,0.9,10.0,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922293,Ayr,3.50,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Langholm,1860060,0.5,8.0,4,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922293,Ayr,3.50,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Approaching Dawn,8183833,0.5,3.75,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Regal Renaissance,4305460,0.317933,3.0,1,True,True,NO_EDGE,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Fringill Dike,3432677,0.218993,1.83,2,False,True,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Gateau De Miel,3292567,0.18645,4.5,3,False,True,NO_EDGE,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Fringill Dike,3432677,0.262579,1.83,2,False,True,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Regal Renaissance,4305460,0.238831,3.0,1,True,True,NO_EDGE,False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Gateau De Miel,3292567,0.209642,4.5,3,False,True,NO_EDGE,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Regal Renaissance,4305460,0.627961,3.0,1,True,True,N/A (Lane C not policy-anchored),False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Fringill Dike,3432677,0.620269,1.83,2,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922117,Market Rasen,4.00,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Gateau De Miel,3292567,0.61964,4.5,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922117,Market Rasen,4.00,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Regal Renaissance,4305460,3.0,3.0,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922117,Market Rasen,4.00,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Gateau De Miel,3292567,1.2,4.5,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922117,Market Rasen,4.00,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Fringill Dike,3432677,-1.0,1.83,2,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Naana's Sparkle,6229187,0.1226,7.0,1,True,True,NO_EDGE,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Buzz Box,5202355,0.101808,17.0,9,False,False,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Blinky,5878998,0.098204,10.0,4,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Canon's House,6046660,0.105097,5.0,3,False,True,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Naana's Sparkle,6229187,0.101584,7.0,1,True,True,NO_EDGE,False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Buzz Box,5202355,0.09844,17.0,9,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Kylian,5021320,0.547411,4.0,6,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Tropical Storm,5708925,0.547037,8.5,5,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921919,Southwell (AW),4.15,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Buzz Box,5202355,0.546817,17.0,9,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921919,Southwell (AW),4.15,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Naana's Sparkle,6229187,3.2,7.0,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921919,Southwell (AW),4.15,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Kylian,5021320,2.7047,4.0,6,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921919,Southwell (AW),4.15,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Blinky,5878998,0.65,10.0,4,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922292,Ayr,4.25,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Uncle Liam,6465252,0.141599,13.0,4,False,False,NO_EDGE,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922292,Ayr,4.25,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Recobella,6741632,0.125477,4.5,1,True,True,NO_EDGE,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
