race_id,course,off_time,specialist,signal_type,predicted_horse,horse_id,score,actual_winner,hit,final_sp,timing_safety,source_artifact
922988,Uttoxeter,3.48,PLACE_MODEL,calibrated_model,Ask A Sainte,7191405,0.9606,King Ulanda,False,2.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922988,Uttoxeter,3.48,LONGSHOT_MODEL,calibrated_model,Ask A Sainte,7191405,0.0351,King Ulanda,False,2.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922988,Uttoxeter,3.48,IMPROVEMENT_MODEL,specialist_score,Ask A Sainte,7191405,0.0334,King Ulanda,False,2.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922988,Uttoxeter,3.48,MARKET_DECEPTION_MODEL,specialist_score,Ask A Sainte,7191405,0.0989,King Ulanda,False,2.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922988,Uttoxeter,3.48,RPDC_LEADER,heuristic,Ask A Sainte,7191405,3.3,King Ulanda,False,2.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922987,Uttoxeter,4.18,PLACE_MODEL,calibrated_model,Le Gentleman,6577916,0.8925,Pep Talking,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922987,Uttoxeter,4.18,LONGSHOT_MODEL,calibrated_model,My Friend Sean,5386031,0.1067,Pep Talking,False,7.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922987,Uttoxeter,4.18,IMPROVEMENT_MODEL,specialist_score,My Friend Sean,5386031,0.0783,Pep Talking,False,7.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922987,Uttoxeter,4.18,MARKET_DECEPTION_MODEL,specialist_score,Le Gentleman,6577916,0.2144,Pep Talking,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922987,Uttoxeter,4.18,RPDC_LEADER,heuristic,Le Gentleman,6577916,1.8,Pep Talking,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922989,Uttoxeter,4.48,PLACE_MODEL,calibrated_model,Global Hideaway,6710691,0.5249,Belladinotte,False,51.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922989,Uttoxeter,4.48,LONGSHOT_MODEL,calibrated_model,Global Hideaway,6710691,0.0962,Belladinotte,False,51.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922989,Uttoxeter,4.48,IMPROVEMENT_MODEL,specialist_score,Global Hideaway,6710691,0.0823,Belladinotte,False,51.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922989,Uttoxeter,4.48,MARKET_DECEPTION_MODEL,specialist_score,Camshaft,8607161,0.0267,Belladinotte,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922989,Uttoxeter,4.48,RPDC_LEADER,heuristic,Global Hideaway,6710691,2.5,Belladinotte,False,51.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922991,Uttoxeter,5.25,PLACE_MODEL,calibrated_model,Redbarn,8455192,0.8559,The Elusive Pike,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922991,Uttoxeter,5.25,LONGSHOT_MODEL,calibrated_model,Redbarn,8455192,0.0388,The Elusive Pike,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922991,Uttoxeter,5.25,IMPROVEMENT_MODEL,specialist_score,Redbarn,8455192,0.1364,The Elusive Pike,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922991,Uttoxeter,5.25,MARKET_DECEPTION_MODEL,specialist_score,Redbarn,8455192,0.2179,The Elusive Pike,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922991,Uttoxeter,5.25,RPDC_LEADER,heuristic,Redbarn,8455192,2.2,The Elusive Pike,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923104,Yarmouth,5.00,PLACE_MODEL,calibrated_model,Adalida,7578900,0.8177,Adalida,True,2.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923104,Yarmouth,5.00,LONGSHOT_MODEL,calibrated_model,Victor Cee,7592690,0.055,Adalida,False,7.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923104,Yarmouth,5.00,IMPROVEMENT_MODEL,specialist_score,Victor Cee,7592690,0.0121,Adalida,False,7.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923104,Yarmouth,5.00,MARKET_DECEPTION_MODEL,specialist_score,Adalida,7578900,0.1964,Adalida,True,2.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923104,Yarmouth,5.00,RPDC_LEADER,heuristic,Adalida,7578900,2.5,Adalida,True,2.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923105,Yarmouth,5.35,PLACE_MODEL,calibrated_model,Splash,7957267,0.9116,Splash,True,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923105,Yarmouth,5.35,LONGSHOT_MODEL,calibrated_model,Splash,7957267,0.138,Splash,True,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923105,Yarmouth,5.35,IMPROVEMENT_MODEL,specialist_score,Rogue Exile,9531400,0.0879,Splash,False,4.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923105,Yarmouth,5.35,MARKET_DECEPTION_MODEL,specialist_score,Rogue Exile,9531400,0.2109,Splash,False,4.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923105,Yarmouth,5.35,RPDC_LEADER,heuristic,Splash,7957267,0.8,Splash,True,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923103,Yarmouth,6.10,PLACE_MODEL,calibrated_model,Henley On Thames,9326750,0.9256,Anchiano,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923103,Yarmouth,6.10,LONGSHOT_MODEL,calibrated_model,Henley On Thames,9326750,0.3451,Anchiano,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923103,Yarmouth,6.10,IMPROVEMENT_MODEL,specialist_score,Henley On Thames,9326750,0.26,Anchiano,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923103,Yarmouth,6.10,MARKET_DECEPTION_MODEL,specialist_score,War Gaming,9424934,0.3208,Anchiano,False,2.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923103,Yarmouth,6.10,RPDC_LEADER,heuristic,Henley On Thames,9326750,3.5,Anchiano,False,3.25,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923102,Yarmouth,6.40,PLACE_MODEL,calibrated_model,Dion Baker,3886662,0.9273,Tryst,False,5.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923102,Yarmouth,6.40,LONGSHOT_MODEL,calibrated_model,Dion Baker,3886662,0.1805,Tryst,False,5.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923102,Yarmouth,6.40,IMPROVEMENT_MODEL,specialist_score,Dion Baker,3886662,0.0773,Tryst,False,5.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923102,Yarmouth,6.40,MARKET_DECEPTION_MODEL,specialist_score,Dion Baker,3886662,0.0916,Tryst,False,5.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923102,Yarmouth,6.40,RPDC_LEADER,heuristic,Dion Baker,3886662,2.3,Tryst,False,5.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923107,Yarmouth,7.10,PLACE_MODEL,calibrated_model,Highland Harvey,6974143,0.5752,Highland Harvey,True,2.2,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923107,Yarmouth,7.10,LONGSHOT_MODEL,calibrated_model,Highland Harvey,6974143,0.0412,Highland Harvey,True,2.2,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923107,Yarmouth,7.10,IMPROVEMENT_MODEL,specialist_score,Highland Harvey,6974143,0.0284,Highland Harvey,True,2.2,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923107,Yarmouth,7.10,MARKET_DECEPTION_MODEL,specialist_score,Spaceage Love Song,6193156,0.0768,Highland Harvey,False,3.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923107,Yarmouth,7.10,RPDC_LEADER,heuristic,Spaceage Love Song,6193156,0.8,Highland Harvey,False,3.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923106,Yarmouth,7.40,PLACE_MODEL,calibrated_model,Superstorm,7493111,0.8236,Startled Lady,False,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923106,Yarmouth,7.40,LONGSHOT_MODEL,calibrated_model,Superstorm,7493111,0.1805,Startled Lady,False,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923106,Yarmouth,7.40,IMPROVEMENT_MODEL,specialist_score,Superstorm,7493111,0.0773,Startled Lady,False,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923106,Yarmouth,7.40,MARKET_DECEPTION_MODEL,specialist_score,Superstorm,7493111,0.0658,Startled Lady,False,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923106,Yarmouth,7.40,RPDC_LEADER,heuristic,Superstorm,7493111,1.2,Startled Lady,False,6.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
