date,course,race_id,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,wgt,hg,time,sp,jockey,trainer,prize,or,rpr,ts,sire,dam,damsire,owner,comment
2015-05-02,Churchill Downs (USA),626077,7:08,Humana Distaff Stakes  (4yo+ Fillies & Mares) (Dirt),Flat,,Grade 1,,4yo+,F & M,7f,Fast,7,1.0,4,1.0,2.75,2.25,Sweet Reason (USA),4,F,8-6,,1:23.22,56/10,Irad Ortiz Jr,Leah Gyarmati,9423.08,–,100,–,Street Sense (USA),Livermore Leslie (USA),Mt Livermore,Treadway Racing Stable,Went right start - held up in midfield - ridden and effort 2f out - chased clear leading trio over 1f out - ran on final furlong - never quite going pace to get on terms
2015-05-02,Churchill Downs (USA),626077,7:08,Humana Distaff Stakes  (4yo+ Fillies & Mares) (Dirt),Flat,,Grade 1,,4yo+,F & M,7f,Fast,7,4.0,5,4.0,3,0.05,Clearly Confused (USA),5,M,8-6,,1:23.28,118/10,Julien R Leparoux,Richard Baltas,5653.85,–,100,–,Successful Appeal (USA),Nice Of You (USA),Allens Prospect,Niles Dickey Llc,Held up off the pace in last pair - 6th and still plenty to do when ridden over 2f out - stayed on well inside final furlong - never troubled leaders
2015-05-02,Churchill Downs (USA),626056,11:34,Kentucky Derby presented by Yum! Brands  (3yo) (Dirt),Flat,,Grade 1,,3yo,,1m2f,Fast,18,9.0,12,8.0,12.75,0.75,Bolo (USA),3,G,9-0,,2:5.57,32/1,Rafael Bejarano,Carla Gaines,,–,98,–,Temple City (USA),Aspen Mountain (USA),Chief Seattle,Golden Pegasus Racing Inc Earle I Mack,Midfield - 7th and no impression under pressure final furlong - weakened final furlong
2015-05-02,Churchill Downs (USA),626182,7:59,Churchill Distaff Turf Mile Stakes  (4yo+ Fillies & Mares) (Turf),Flat,,Grade 2,,4yo+,F & M,1m,Firm,13,2.0,13,2.0,29.5,15,Grand Elmendorf (USA),4,F,8-6,,1:40.02,60/1,James Graham,Murat Sancal,1923.08,–,43,–,A P Indy (USA),Gourmet Girl (USA),Cees Tizzy,Arif Kurtel,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,6.0,1,6.0,0,0,Competitive Edge (USA),3,C,8-6,,1:34.18,13/10F,John R Velazquez,Todd Pletcher,77102.56,–,114,–,Super Saver (USA),Magdalenas Chase (USA),Cape Town,Nancy Favreau Kathy Psoinos Michael B Tabor,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,7.0,2,7.0,4.5,4.5,Pain And Misery (USA),3,G,8-6,,1:35.08,28/1,Julien R Leparoux,Henry Dominguez,24871.79,–,104,–,Bob And John (USA),Singing Doe (USA),Running Stag,Black Gold Racing,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,17.0,10,17.0,5.75,0.3,Strange Quark (JPN),3,C,8-11,,2:28.05,232/10,Yuichi Shibayama,Futoshi Kojima,,–,99,–,Meisho Samson (JPN),Fermion (JPN),Agnes Tachyon,Carrot Farm Co Ltd,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,12.0,11,12.0,7.25,1.5,Smoke Free (JPN),3,C,8-11,,2:28.35,215/10,Yasunari Iwata,Hirofumi Toda,,–,96,–,Deep Impact (JPN),Smokn Frolic (USA),Smoke Glacken,Shadai Race Horse Co Ltd,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,9.0,12,9.0,8.5,1.25,Meiner Successor (JPN),3,C,8-11,,2:28.60,296/1,Daichi Shibata,Yoshihiro Hatakeyama,,–,94,–,Brians Time (USA),Meine Giada (JPN),Jade Robbery,Thoroughbred Club Ruffian Co Ltd,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,10.0,13,10.0,8.75,0.3,Tosen Ernest (JPN),3,C,8-11,,2:28.65,400/1,Ryuichi Sugahara,Tadashige Nakagawa,,–,94,–,Symboli Kris S (USA),Beach Festa (JPN),Fuji Kiseki,Takaya Shimakawa,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,16.0,14,16.0,10.25,1.5,Masahaya Dream (JPN),3,G,8-11,,2:28.95,37/1,Ryuji Wada,Teiichi Konno,,–,91,–,Meisho Samson (JPN),Lampeia (JPN),Agnes Tachyon,Masao Nakamura,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,14.0,15,14.0,10.75,0.3,Victory Minoru (JPN),3,C,8-11,,2:29.05,379/1,Shu Ishibashi,Yoshihito Kitade,,–,91,–,Deep Sky (JPN),Prophecy Lights (JPN),Afleet,Minoru Yoshioka,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,13.0,16,13.0,10.75,0.2,Kakadu (JPN),3,C,8-11,,2:29.09,122/10,Norihiro Yokoyama,Takeshi Okumura,,–,90,–,Suzuka Mambo (JPN),I Like You (JPN),Dancing Brave,La Mere Co Ltd,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,15.0,17,15.0,15.75,5,Centurion (JPN),3,C,8-11,,2:30.05,48/1,Yutaka Yoshida,Yasuhito Tamura,,–,82,–,King Kamehameha (JPN),Hundred Score (JPN),White Muzzle,Yasushi Kubota,
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,7.0,14,6.0,12.25,1.5,Estidhkaar (IRE),3,C,9-0,,1:40.00,6/1,Paul Hanagan,Richard Hannon,,116,93,63,Dark Angel (IRE),Danetime Out (IRE),Danetime,Hamdan Al Maktoum,Raced in centre - chased leaders - ridden over 2f out - unable to quicken and beaten over 1f out - weakened final furlong - 6th of 8 in group(op 13/2)
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,4.0,6,4.0,2.5,0.2,Red Rigel (JPN),3,C,8-11,,2:27.44,16/5,Yoshitomi Shibata,Kazuo Fujisawa,,–,104,–,Deep Impact (JPN),Sasetti (IRE),Selkirk,Tokyo Horse Racing Co Ltd,
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,19.0,2,19.0,2.25,2.25,Territories (IRE),3,C,9-0,,1:38.00,5/1,Mickael Barzalona,A Fabre,107231.24,114,117,96,Invincible Spirit (IRE),Taranto GB,Machiavellian,Godolphin Snc,Raced on stands' side - held up in touch towards rear - ridden and effort 2f out - headway over 1f out - stayed on well to go 2nd final 75yds - no threat to winner - 2nd of 10 in group(tchd 9/2)
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,5.0,9,5.0,5.5,1.25,Retro Rock (JPN),3,C,8-11,,2:28.00,65/1,Hiroshi Kitamura,Katsuhiko Sumii,,–,99,–,Deep Impact (JPN),Someone To Love (JPN),Symboli Kris S,Kaneko Makoto Holdings Co Ltd,
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,13.0,3,5.0,3,0.75,Ivawood (IRE),3,C,9-0,,1:38.15,10/1,Richard Hughes,Richard Hannon,53665.5,117,115,94,Zebedee (GB),Keenes Royale GB,Red Ransom,Fiona And Ian Carmichael Jennings,Raced in centre - in touch in midfield - switched left and effort 2f out - ridden and headway to chase clear winner 1f out - stayed on same pace after - lost 2nd final 75yds - 1st of 8 in group(tchd 11/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,3.0,5,1.0,5.5,2,Celestial Path (IRE),3,C,9-0,,1:38.65,14/1,Luke Morris,Sir Mark Prescott Bt,13416.38,110,109,86,Footstepsinthesand (GB),Miss Kittyhawk (IRE),Hawk Wing,Gordon Woodall Prof C Tisdall,Raced in centre - held up in touch towards rear - ridden and headway over 2f out - driven and chased leaders over 1f out - no impression 1f out - kept on same pace final furlong - 2nd of 8 in group(op 16/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,11.0,6,17.0,7,1.5,Home Of The Brave (IRE),3,C,9-0,t,1:38.95,25/1,James Doyle,Hugo Palmer,6733.13,106,106,81,Starspangledbanner (AUS),Blissful Beat GB,Beat Hollow,Flemington Bloodstock Partnership,Raced on stands' side - overall leader until ridden and headed over 1f out - beaten and lost 2nd 1f out - weakened inside final furlong - 4th of 10 in group
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,5.0,7,13.0,7.75,0.75,Dutch Connection (GB),3,C,9-0,,1:39.10,25/1,William Buick,Charles Hills,,111,104,79,Dutch Art (GB),Endless Love (IRE),Dubai Destination,Mrs Susan Roy And Cheveley Park Stud,Raced on stands' side - in touch in midfield - effort 2f out - driven and unable to quicken over 1f out - weakened inside final furlong - 5th of 10 in group(op 20/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,15.0,8,15.0,7.75,0.1,Moheet (IRE),3,C,9-0,,1:39.12,20/1,Frankie Dettori,Richard Hannon,,103,104,78,High Chaparral (IRE),Abunai GB,Pivotal,Al Shaqab Racing,Raced stands' side - awkward leaving stalls - rider lost iron early - held up in rear - switched left and effort over 2f out - switched back sharply right and cannoned into rival over 1f out - stayed on final furlong - never troubled leaders - 6th of 10 in group (jockey said he lost an iron leaving stalls)(op 16/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,17.0,9,3.0,8,0.05,Ride Like The Wind (IRE),3,C,9-0,t,1:39.16,20/1,Maxime Guyon,F Head,,110,103,77,Lope De Vega (IRE),Biswa (USA),Kafwain,Olivier Thomas,Raced in centre - held up in touch - ridden and effort 2f out - headway under pressure over 1f out - no impression final furlong - never troubled leaders - 3rd of 8 in group(tchd 16/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,10.0,10,9.0,8.75,0.75,See Me Now (IRE),3,C,9-0,,1:39.30,100/1,Daniel Tudhope,David OMeara,,98,102,75,Galileo (IRE),Mauralakana (FR),Muhtathir,Middleham Park Racing Xxix Partner,Raced on stands' side - held up in touch towards rear - ridden over 2f out - headway over 1f out - stayed on inside final furlong - never troubled leaders - 7th of 10 in group
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,2.0,11,10.0,9.25,0.5,Cappella Sansevero (GB),3,C,9-0,,1:39.40,40/1,Andrea Atzeni,G M Lyons,,113,100,73,Showcasing (GB),Madam President GB,Royal Applause,Qatar Racing Limited,Raced on stands' side - took keen hold - held up in midfield - effort 2f out - no impression when badly bumped over 1f out - not recover and no danger after - 8th of 10 in group
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,4.0,12,4.0,10.25,1,Code Red (GB),3,C,9-0,,1:39.60,100/1,Martin Dwyer,William Muir,,102,98,70,Bahamian Bounty (GB),Just Devine (IRE),Montjeu,Mrs Michelle Morgan,Raced in centre - in touch in midfield - effort 2f out - no impression when short of room and hampered over 1f out - no danger after - kept on inside final furlong - 4th of 8 in group
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,18.0,18,18.0,21.75,6,Tosen Spunky (JPN),3,C,8-11,,2:31.25,500/1,Yuta Onodera,Tetsuya Kimura,,–,73,–,Special Week (JPN),Birthday Rose (JPN),Tony Bin,Takaya Shimakawa,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,1.0,4,1.0,4.75,2.25,Luck Of The Kitten (USA),3,C,8-8,,1:42.54,19/5,Joel Rosario,Wesley A Ward,7371.79,–,96,–,Kittens Joy (USA),Anura (IRE),Giants Causeway,Kenneth L Sarah K Ramsey,Led early - tracked leader when headed - ridden over 2f out - kept on same pace and held in straight - dropped to 4th towards finish
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,12.0,15,11.0,13.25,1,Intilaaq (USA),3,C,9-0,,1:40.20,8/1,Dane ONeill,Roger Varian,,97,91,60,Dynaformer (USA),Torrestrella (IRE),Orpen,Hamdan Al Maktoum,Raced in centre - chased leaders - ridden over 2f out - unable to quicken 2f out - struggling and drifted right over 1f out - soon weakened - 9th of 10 in group(op 12/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,1.0,4,12.0,3.5,0.5,Bossy Guest (IRE),3,C,9-0,,1:38.25,50/1,Charles Bishop,Mick Channon,26733,101,114,92,Medicean (GB),Ros The Boss (IRE),Danehill,John Guest Racing,Raced on stands' side - held up in touch towards rear - switching right and effort when squeezed for room over 1f out - headway to chase leaders 1f out - stayed on well final furlong - no threat to winner - 3rd of 10 in group(op 66/1)
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,16.0,18,2.0,47.25,27,Ol Man River (IRE),3,C,9-0,,1:47.00,6/1,Joseph OBrien,A P OBrien,,–,–,–,Montjeu (IRE),Finsceal Beo (IRE),Mr Greeley,Mrs John Magnier Michael Tabor Derrick Smith,Raced in centre - held up in rear - shaken up over 2f out - soon beaten - eased from over 1f out - tailed off (trainer's rep had no explanation for the poor form shown; vet said examination failed to reveal any abnormalities)(op 7/1 tchd 11/2)
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,11.0,8,11.0,4.25,1.5,Westerlund (JPN),3,G,8-11,,2:27.75,69/1,Kosei Miura,Shozo Sasaki,,–,101,–,Neo Universe (JPN),Uanme (USA),Marquetry,Sunday Racing Co Ltd,
2015-05-02,Newmarket,619230,3:45,Qipco 2000 Guineas Stakes (British Champions Series)  (Entire Colts & Fillies),Flat,Class 1,Group 1,,3yo,F,1m,Good To Firm,18,9.0,1,16.0,0,0,Gleneagles (IRE),3,C,9-0,,1:37.55,4/1F,Ryan Moore,A P OBrien,282841.12,116,124,103,Galileo (IRE),Youresothrilling (USA),Storm Cat,Michael Tabor Derrick Smith Mrs John Magnier,Raced on stands' side - held up in touch in midfield and travelled strongly - ridden and effort to lead over 1f out - clear and in command final furlong - ran on strongly - ridden out - 1st of 10 in group(op 7/2 tchd 9/2)
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,2.0,3,2.0,6,1.5,Gimme Da Lute (USA),3,C,8-6,,1:35.38,17/5,Martin Garcia,Bob Baffert,12435.9,–,101,–,Midnight Lute (USA),Casino Gold (USA),Proud Citizen,Karl Watson Michael E Pegram Paul Weitman,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,5.0,4,5.0,6.5,0.5,Lord Nelson (USA),3,C,8-11,b,1:35.48,13/5,Rafael Bejarano,Bob Baffert,6217.95,–,104,–,Pulpit (USA),African Jade (USA),Seeking The Gold,Peachtree Stable,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,3.0,5,3.0,7.25,0.75,The Truth Or Else (USA),3,C,8-6,,1:35.63,141/10,Joel Rosario,Kenneth McPeek,3730.77,–,98,–,Yes Its True (USA),Lakenheath (USA),Colonial Affair,Magdalena Racing Harold Lerner,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,4.0,6,4.0,12.75,5.5,Hillbilly Royalty (USA),3,G,8-6,,1:36.73,11/1,Luis S Quinonez,Donnie K Von Hemel,1282.05,–,85,–,Langfuhr (CAN),Aptiseno (USA),Aptitude,Dream Walkin Farms Inc,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,1.0,7,1.0,16,3.25,Wheres The Moon (USA),3,G,8-8,b,1:37.38,218/10,Robby Albarado,Henry Dominguez,1282.05,–,80,–,Malibu Moon (USA),Aldiza (USA),Storm Cat,J Kirk Judy Robison,
2015-05-02,Churchill Downs (USA),626246,5:38,Pat Day Mile Stakes  (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m,Fast,8,8.0,8,8.0,16.75,0.75,Peace And War (USA),3,F,8-2,,1:37.53,197/10,Javier Castellano,Olly Stevens,1282.05,–,72,–,War Front (USA),More Oats Please (USA),Smart Strike,Qatar Racing Limited,Held up - always in rear - ridden into straight - soon no impression and beaten - never a factor
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,11.0,1,10.0,0,0,Divisidero (USA),3,C,8-6,,1:41.59,43/5,Rafael Manuel Hernandez,William Bradley,91410.26,–,105,–,Kittens Joy (USA),Madame Du Lac (USA),Lemon Drop Kid,Gunpowder Farms Llc,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,6.0,2,5.0,0.75,0.75,A Lot (USA),3,C,8-6,,1:41.74,42/10,John R Velazquez,William Mott,29487.18,–,103,–,Tapit (USA),Overly Tempting (USA),In Excess I,Amerman Racing Llc,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,6.0,3,6.0,1,0.5,Velavaru Star (JPN),3,C,8-11,,2:27.10,94/10,Hironobu Tanabe,Tetsuya Kimura,70650.66,–,106,–,Hearts Cry (JPN),Retsina (JPN),Captain Steve,Kazutaka Hosaka,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,1.0,4,1.0,1.5,0.5,Black Bago (JPN),3,C,8-11,,2:27.20,23/5,Keita Tosaki,Makoto Saito,41805.12,–,105,–,Bago (FR),Stay With You (JPN),Stay Gold,Silk Racing Co Ltd,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,4.0,5,3.0,5,0.3,Royal Son (USA),3,G,8-6,b,1:42.59,15/2,Gary Stevens,Todd Pletcher,4423.08,–,94,–,Tiznow (USA),Mama Nadine (USA),A P Indy,Winstar Farm Llc,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,2.0,7,2.0,2.75,0.3,Tir Na Nog (JPN),3,G,8-11,,2:27.45,132/10,Yutaka Take,Mikio Matsunaga,,–,103,–,Deep Impact (JPN),Bicoastal (USA),Gone West,Koji Maeda,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,7.0,6,6.0,5.5,0.5,Nun The Less (USA),3,G,8-6,,1:42.69,121/10,Jose Lezcano,Chris Block,1602.56,–,92,–,Candy Ride (ARG),Nunnery (USA),Forest Wildcat,Lothenbach Stables Inc,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,5.0,8,4.0,7,1,Another Lemon Drop (USA),3,C,8-6,,1:42.99,185/10,Joseph Rocco Jr,Philip A Bauer,1602.56,–,89,–,Lemon Drop Kid (USA),Shytoe Lafeet (USA),King Of Kings,Rigney Racing Llc,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,13.0,9,12.0,7.25,0.2,Tuba (USA),3,G,8-6,b,1:43.08,66/1,Rafael Mojica Jr,Anne P Smith,1602.56,–,89,–,Magna Graduate (USA),Sousaphone (USA),Stravinsky,Windy Hill Farm,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,10.0,10,9.0,7.75,0.5,Indianaughty (USA),3,C,8-6,,1:43.14,26/1,Rafael Bejarano,Dale Romans,1602.56,–,88,–,Indian Charlie (USA),Be Fair (USA),Exchange Rate,Team Valor International,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,8.0,11,7.0,7.75,0.05,Conquest Typhoon (CAN),3,G,8-11,,1:43.15,17/5F,Mike E Smith,Mark Casse,1602.56,–,92,–,Stormy Atlantic (USA),Swanky Bubbles (CAN),Ascot Knight,Conquest Stables Llc,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,2.0,12,2.0,9.75,2,Wireless Future (USA),3,C,8-6,,1:43.54,222/10,Florent Geroux,Thomas Amoss,1602.56,–,83,–,Scat Daddy (USA),Princess Whinny (USA),Theatrical,Klaravich Stables Inc William H Lawrence,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,12.0,13,11.0,15.5,5.75,Majestico (USA),3,C,8-6,b,1:44.69,55/1,Luis Saez,D Wayne Lukas,1602.56,–,70,–,Majesticperfection (USA),Senorita Dehere (USA),Dehere,Calumet Farm,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,8.0,1,8.0,0,0,Reve Mistral (JPN),3,C,8-11,,2:26.90,31/10F,Yuga Kawada,Hiroyoshi Matsuda,285529,–,108,–,King Kamehameha (JPN),Reve DOscar (FR),Highest Honor,Sunday Racing Co Ltd,
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,3.0,2,3.0,0.5,0.5,Tanta Alegria (JPN),3,C,8-11,,2:27.00,5/1,Masayoshi Ebina,Sakae Kunieda,114503.16,–,107,–,Zenno Rob Roy (JPN),Tanta Suerte (CHI),Stuka,G1 Racing Co Ltd,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,14.0,3,13.0,2.5,1.75,World Approval (USA),3,G,8-8,b,1:42.09,142/10,Julien R Leparoux,Mark Casse,14743.59,–,101,–,Northern Afleet (USA),Win Approval (USA),With Approval,Live Oak Plantation,
2015-05-02,Churchill Downs (USA),626087,8:43,Churchill Downs Stakes  (4yo+) (Dirt),Flat,,Grade 2,,4yo+,,7f,Fast,6,6.0,4,5.0,9.25,4.75,Gentlemens Bet (USA),6,H,8-6,b,1:24.39,14/1,Ricardo Santana Jr,Ronald Moquett,15865.38,–,92,–,Half Ours (USA),Lady Of Sun (USA),Gentlemen,Harry T Rosenblum,Held up well in touch - ridden halfway - chased leaders into straight - soon outpaced and no further impression - faded final furlong
2015-05-02,Tokyo (JPN),626234,7:45,TV Tokyo Hai Aoba Sho (Japanese Derby Trial)  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m4f,Firm,18,7.0,5,7.0,2.25,0.75,Musee DArtagnan (JPN),3,C,8-11,,2:27.35,58/1,Hiroyuki Uchida,Keiji Takaichi,27870.08,–,104,–,Harbinger (GB),Artesia (JPN),Sunday Silence,Jin Takahashi,
2015-05-02,Churchill Downs (USA),626247,6:19,American Turf Stakes  (3yo) (Turf),Flat,,Grade 2,,3yo,,1m½f,Firm,13,9.0,7,8.0,6,0.5,Firespike (USA),3,C,8-8,b,1:42.79,154/10,Javier Castellano,Michael J Maker,1602.56,–,93,–,Flower Alley (USA),Fairy Valley (USA),Dixieland Band,Skychai Racing Llc Charles Warner Sand Dollar Stable Llc,
2015-05-02,Caulfield (AUS),626106,3:00,Ern Jensen Funerals Plate (Handicap) (4yo+ Fillies & Mares) (Turf),Flat,,,,4yo+,F & M,5½f,Good,8,10.0,8,4.0,5.5,2.25,Elle Excite (AUS),4,F,8-7,,1:5.09,16/1,Michael Cahill,Pat Carey,502.62,–,–,–,Excites (AUS),Jacquinella (AUS),Zeditave,F B Finlay S A Hurrey Et Al,
2015-05-02,Thirsk,623093,2:10,totescoop6 The Millionaire Maker Maiden Auction Stakes,Flat,Class 5,,,2yo,,5f,Good To Firm,9,5.0,3,6.0,2.75,0.1,Sing Something (GB),2,C,9-5,,1:1.37,3/1,Fergal Lynch,David Brown,481,–,63,63,Paco Boy (IRE),Rock Ace (IRE),Verglas,J C Fretwell,With leader - led over 2f out - hung left 1f out - headed last 75yds(op 11/4 tchd 7/2)
